Wall time,Step,Value
1695904137.489081,0,1.3402905464172363
1695904187.9112282,1,0.5913617014884949
1695904238.2817073,2,0.20952127873897552
1695904288.6643069,3,0.10232365876436234
1695904339.0514536,4,0.09438128024339676
1695904389.4136713,5,0.08711623400449753
1695904439.8729951,6,0.08024425059556961
1695904490.3441687,7,0.07503097504377365
1695904540.8027184,8,0.0712553933262825
1695904591.2796588,9,0.06862136721611023
1695904641.7387023,10,0.06457464396953583
1695904692.0686321,11,0.06078816205263138
1695904742.3678246,12,0.05984879285097122
1695904792.7830796,13,0.057570043951272964
1695904843.1575515,14,0.05708610266447067
1695904893.5597353,15,0.05470752716064453
1695904943.9415212,16,0.05298840254545212
1695904994.3399527,17,0.052030883729457855
1695905044.7954822,18,0.0503438301384449
1695905095.1960778,19,0.05012064427137375
1695905145.5973477,20,0.04805402457714081
1695905195.9687407,21,0.047777172178030014
1695905246.383814,22,0.0469660684466362
1695905296.7639058,23,0.04538263380527496
1695905347.1795413,24,0.044289421290159225
1695905397.6101055,25,0.044633302837610245
1695905448.024312,26,0.04228433966636658
1695905498.5265908,27,0.04193660616874695
1695905548.9797614,28,0.04074344411492348
1695905599.4188082,29,0.04003622382879257
1695905649.863063,30,0.03923257812857628
1695905700.2470362,31,0.03784903138875961
1695905750.7424068,32,0.03743116557598114
1695905801.2324715,33,0.03662721440196037
1695905851.6998315,34,0.035781171172857285
1695905902.123052,35,0.035505928099155426
1695905952.593796,36,0.03437012806534767
1695906003.1182775,37,0.034886207431554794
1695906053.5856512,38,0.03404659405350685
1695906104.0327327,39,0.03260849416255951
1695906154.4939766,40,0.032480720430612564
1695906204.9295626,41,0.032082028687000275
1695906255.381021,42,0.03148326650261879
1695906305.8221478,43,0.03133592754602432
1695906356.340418,44,0.031038612127304077
1695906406.7995138,45,0.030031511560082436
1695906457.0135112,46,0.02963881939649582
1695906507.282222,47,0.029060998931527138
1695906557.617999,48,0.028856489807367325
1695906607.946058,49,0.028030933812260628
1695906658.2690232,50,0.027581017464399338
1695906708.6412768,51,0.027237698435783386
1695906759.0993218,52,0.026644740253686905
1695906809.525499,53,0.026433346793055534
1695906859.8818297,54,0.025597596541047096
1695906910.203364,55,0.025454401969909668
1695906960.576149,56,0.024761080741882324
1695907010.8829799,57,0.024828175082802773
1695907061.172557,58,0.024146582931280136
1695907111.4601362,59,0.0241489689797163
1695907161.7435622,60,0.023178672417998314
1695907212.0141633,61,0.022935450077056885
1695907262.3040183,62,0.022953549399971962
1695907312.7129574,63,0.02247879095375538
1695907363.0532782,64,0.021904870867729187
1695907413.428973,65,0.021704941987991333
1695907463.9322326,66,0.02189779095351696
1695907514.4056177,67,0.021411312744021416
1695907564.7071426,68,0.021207543089985847
1695907615.007534,69,0.020628945901989937
1695907665.2950573,70,0.020445536822080612
1695907715.7042217,71,0.020558878779411316
1695907766.0834267,72,0.01935315504670143
1695907816.4508216,73,0.019508540630340576
1695907866.8491096,74,0.019242577254772186
1695907917.2611942,75,0.018754493445158005
1695907967.6601942,76,0.01858934573829174
1695908018.027497,77,0.018717924132943153
1695908068.4336674,78,0.01830306090414524
1695908118.9079945,79,0.0178440622985363
1695908169.3486943,80,0.017705921083688736
1695908219.7684522,81,0.01784277707338333
