Wall time,Step,Value
1695847350.8169866,0,1.0916194915771484
1695847401.042944,1,0.38329270482063293
1695847451.1758738,2,0.01007731631398201
1695847501.4246893,3,0.0032473872415721416
1695847551.760949,4,0.0022081651259213686
1695847602.0537667,5,0.0018489966168999672
1695847652.3348358,6,0.0015079948352649808
1695847702.65496,7,0.0013536284677684307
1695847752.9499881,8,0.001192854018881917
1695847803.1366165,9,0.0010061662178486586
1695847853.3120418,10,0.0009467407944612205
1695847903.529158,11,0.0008538705878891051
1695847953.849729,12,0.0007578661316074431
1695848003.8713915,13,0.0007323981844820082
1695848053.8809297,14,0.0006588198593817651
1695848104.0248754,15,0.000580105755943805
1695848154.1938217,16,0.0005497082602232695
1695848204.385701,17,0.0005082446150481701
1695848254.5875971,18,0.0004786539648193866
1695848304.7816114,19,0.0004645574954338372
1695848354.9960053,20,0.0004259762354195118
1695848405.164363,21,0.00039837867370806634
1695848455.3849223,22,0.00038874492747709155
1695848505.5577638,23,0.00036377081414684653
1695848555.671211,24,0.0003303047560621053
1695848605.754258,25,0.0003268067666795105
1695848655.8890207,26,0.00030202275956980884
1695848705.9670036,27,0.00029678302234970033
1695848756.1621394,28,0.0002757422917056829
1695848806.2873147,29,0.000262606015894562
1695848856.3235216,30,0.0002529301855247468
1695848906.4734032,31,0.00024788331938907504
1695848956.6530352,32,0.00023948558373376727
1695849006.7614586,33,0.00022622349206358194
1695849056.837759,34,0.0002145184698747471
1695849107.0067585,35,0.0001999785890802741
1695849157.0413337,36,0.00020092535123694688
1695849206.9992757,37,0.00019354185496922582
1695849256.985029,38,0.0001840510667534545
1695849307.1059659,39,0.00017532891070004553
1695849357.2385938,40,0.00017235077393706888
1695849407.409139,41,0.0001640684495214373
1695849457.5586147,42,0.00016184778360184282
1695849507.716028,43,0.00015444304153788835
1695849557.874568,44,0.00014435118646360934
1695849608.0672944,45,0.00014276881120167673
1695849658.2266018,46,0.00013853870041202754
1695849708.4326618,47,0.00013290141941979527
1695849758.5507855,48,0.0001288471685256809
1695849808.6611195,49,0.0001317297574132681
1695849858.841767,50,0.00012376985978335142
1695849908.9862113,51,0.00012562806659843773
1695849959.138332,52,0.00011829475261038169
1695850009.28518,53,0.00011638910655165091
1695850059.4306407,54,0.0001103895774576813
1695850109.5729659,55,0.00011011931928806007
1695850159.6906264,56,0.00010522485536057502
1695850209.8231833,57,0.0001104113325709477
1695850259.9956958,58,9.709931327961385e-05
1695850310.2392197,59,9.748469165060669e-05
1695850360.3167918,60,9.229220449924469e-05
1695850410.4389515,61,9.052046516444534e-05
1695850460.4734178,62,9.721754031488672e-05
1695850510.581393,63,9.320284152636304e-05
1695850560.6815403,64,8.476701623294502e-05
1695850610.7738178,65,8.474480273434892e-05
1695850660.9273863,66,8.641201566206291e-05
1695850711.1881862,67,7.952189480420202e-05
1695850761.3247397,68,8.155314571922645e-05
1695850811.4760056,69,7.896597526269034e-05
1695850861.6006517,70,7.721010479144752e-05
1695850911.76748,71,7.204250869108364e-05
1695850961.8635364,72,7.17886578058824e-05
1695851011.9487283,73,6.948890222702175e-05
1695851062.0812066,74,6.831450446043164e-05
1695851112.2725806,75,6.97862560627982e-05
1695851162.4322977,76,6.888153438922018e-05
1695851212.624826,77,6.432615191442892e-05
1695851262.796838,78,6.522635521832854e-05
