Wall time,Step,Value
1698458218.476365,0,0.29694443941116333
1698458569.207651,1,0.18541666865348816
1698458919.9932404,2,0.18125000596046448
1698459278.9626138,3,0.22187501192092896
1698459635.9147956,4,0.2753472328186035
1698460014.100188,5,0.34062498807907104
1698460394.3273108,6,0.5423611402511597
1698460777.3734581,7,0.5871527791023254
1698461160.9221854,8,0.6055555939674377
1698461536.02843,9,0.6586805582046509
1698461909.0112119,10,0.6836805939674377
1698462282.437523,11,0.7975694537162781
1698462658.414261,12,0.7357639074325562
1698463045.143193,13,0.8142361640930176
1698463428.251746,14,0.8274306058883667
1698463804.9228654,15,0.8177083730697632
1698464177.016104,16,0.8062500357627869
1698464547.8912797,17,0.8420138955116272
1698464917.6657631,18,0.7576389312744141
1698465292.0488403,19,0.7548611164093018
1698465669.14445,20,0.8638889193534851
1698466045.3481503,21,0.8579861521720886
1698466417.7873101,22,0.8409722447395325
1698466785.6374645,23,0.8604167103767395
1698467152.0025826,24,0.8618055582046509
1698467518.4090278,25,0.8618055582046509
1698467887.9494915,26,0.8270833492279053
1698468263.1994953,27,0.8083333969116211
1698468638.027287,28,0.8729166984558105
1698469013.4244678,29,0.8718750476837158
1698469380.581084,30,0.8791666626930237
1698469747.6566586,31,0.9055556058883667
1698470116.886881,32,0.8659722805023193
1698470492.4810433,33,0.8534722328186035
1698470874.3465357,34,0.8638889193534851
1698471258.931672,35,0.8430556058883667
1698471639.3603945,36,0.8881944417953491
1698472011.3031173,37,0.8520833253860474
1698472388.5880032,38,0.9041666984558105
1698472762.6437669,39,0.8513889312744141
1698473138.8536968,40,0.8565972447395325
1698473522.5958352,41,0.8868055939674377
1698473906.0964515,42,0.8687500357627869
1698474287.8757465,43,0.8861111402511597
1698474663.003755,44,0.8729166984558105
1698475037.352471,45,0.9145833253860474
1698475409.7003167,46,0.8986111283302307
1698475782.889969,47,0.9229167103767395
1698476164.5995584,48,0.8996527791023254
1698476546.3194945,49,0.8500000238418579
1698476927.459855,50,0.8972222208976746
1698477297.753353,51,0.8798611164093018
1698477664.159422,52,0.9229166507720947
1698478028.882336,53,0.8951389193534851
1698478399.2387042,54,0.8798611164093018
1698478767.8750546,55,0.8826389312744141
1698479143.1579509,56,0.8722222447395325
1698479521.3560266,57,0.9041666984558105
1698479891.4742248,58,0.8604167103767395
1698480254.4999316,59,0.8972222208976746
1698480617.2763436,60,0.8972222208976746
1698480972.4350338,61,0.9194444417953491
